,store_ID,store_name,store_brand,store_depth1,store_address,store_phone,store_photo,store_hours,store_closed,store_seats,store_parking,store_remark,erp_code,ttms
252,12368,청주내수점,빽다방,충청북도,충청북도 청주시 청원구 내수읍 청암로 56,043-213-2389,,08:00 ~ 21:00,연중무휴,테이블 4개 / 좌석 8석,가능,,114131,
253,12366,전주서신아이파크점,빽다방,전라북도,전북특별자치도 전주시 완산구 백제대로 398,​063-251-3959,https://theborndb.theborn.co.kr/wp-content/uploads/20240930_091706.png,08:00 ~ 22:00,연중무휴,테이블 4개 / 좌석 8석,가능,,114431,
254,12364,대구군위점,빽다방,대구광역시,대구광역시 군위군 군위읍 중앙길 90,070-7700-3114,https://theborndb.theborn.co.kr/wp-content/uploads/20240930_091400.png,"평일 08:00 ~ 19:00
주말,공휴일 09:00 ~ 19:00","매월 둘째, 넷째 주 일요일",테이블 22개 / 좌석 44석,불가(잠시 주정차 가능),,114181,
255,12362,익산마동풍경채점,빽다방,전라북도,전북특별자치도 익산시 서동로166,063-843-3464,https://theborndb.theborn.co.kr/wp-content/uploads/20240930_091043.png,"월~토 07:00 ~ 21:00
일요일 08:00 ~ 21:00",연중무휴,없음,불가 (잠시 주정차 가능),,114262,
256,12360,대구복현네거리점,빽다방,대구광역시,대구광역시 북구 동북로 297,070-4006-0270,https://theborndb.theborn.co.kr/wp-content/uploads/20240930_072826.png,"평일 08:30 ~ 21:30
주말 09:30 ~ 20:00",연중무휴,테이블 7개 / 좌석 14석,불가,,114238,
257,12358,부산부곡점,빽다방,부산광역시,부산 금정구 부곡동 294-5 1층,051-512-7997,https://theborndb.theborn.co.kr/wp-content/uploads/20240930_072626.png,"월-토요일 08:00 ~ 22:00
일요일 10:00 ~ 22:00",연중무휴,테이블 20개 / 좌석 40석,가능,,115008,
258,12356,남양주호평점,빽다방,경기도,경기도 남양주시 늘을3로 65-8,070-8780-0925,https://theborndb.theborn.co.kr/wp-content/uploads/20240930_072351.png,08:00 ~ 22:30,연중무휴,테이블 20개 / 좌석 42석,가능,,114248,
259,12347,중랑묵동신도점,빽다방,서울특별시,서울특별시 중랑구 중랑역로 273,02-6956-3594,https://theborndb.theborn.co.kr/wp-content/uploads/20240927_085429.png,"평일 07:30 ~ 21:30
주말 08:30 ~ 21:30",연중무휴,없음,가능,,114212,
260,12337,광주고산점,빽다방,경기도,경기도 광주시 고산길 34,,https://theborndb.theborn.co.kr/wp-content/uploads/20240924_032734.png,08:00 ~ 22:00,연중무휴,테이블 12개 / 좌석 24석,불가,,114198,
261,12335,대전홍도점,빽다방,대전광역시,대전광역시 동구 동산초교로23번길 3,064-803-0661,https://theborndb.theborn.co.kr/wp-content/uploads/20240924_031205.png,07:00 ~ 21:00,연중무휴,테이블 10개 / 좌석 20석,불가,,114243,
262,12333,제주한라대점,빽다방,제주도,제주특별자치도 제주시 한라대학로 73-1,064-803-0661,https://theborndb.theborn.co.kr/wp-content/uploads/20240924_031000.png,09:00 ~ 20:00,연중무휴,테이블 10개 / 좌석 20석,불가,,114244,
263,12331,천안성정현대점,빽다방,충청남도,충청남도 천안시 서북구 쌍용대로 297,070-5055-2779,https://theborndb.theborn.co.kr/wp-content/uploads/20240924_030635.png,"평일 08:00 ~ 21:00
주말 09:00 ~ 22:00",연중무휴,테이블 13개 / 좌석 26석,가능,,114482,
264,12323,서울한국외대점,빽다방,서울특별시,서울특별시 동대문구 이문로 119,070-7575-0101,https://theborndb.theborn.co.kr/wp-content/uploads/20240913_074625.png,08:00 ~ 21:00,연중무휴,테이블 8개 / 좌석 16석,불가,,114229,
265,12320,부산역점,빽다방,부산광역시,부산광역시 동구 중앙대로196번길 6-5,070-8666-3002,https://theborndb.theborn.co.kr/wp-content/uploads/20240913_073939.png,07:00 ~ 20:00,연중무휴,없음,불가,,114204,
266,12318,인천송도유원지점,빽다방,인천광역시,인천광역시 연수구 청량로104,032-286-7979,https://theborndb.theborn.co.kr/wp-content/uploads/20240913_073723.png,07:30 ~ 21:00,연중무휴,테이블  21개 / 좌석 42석,가능,,114199,
267,12316,군포신환점,빽다방,경기도,경기도 군포시 번영로 577,,https://theborndb.theborn.co.kr/wp-content/uploads/20240913_070945.png,08:00 ~ 22:00,연중무휴,테이블 11개 / 좌석 22석,불가,,114174,
268,12314,시흥은계호수점,빽다방,경기도,경기도 시흥시 은계로 260,070-7575-2987,https://theborndb.theborn.co.kr/wp-content/uploads/20240913_070612.png,"월~토 07:00 ~ 22:00
일요일 07:00 ~ 21:00",연중무휴,테이블 13개 / 좌석 26석,가능(2시간 무료),,114189,
269,12311,인천송림아이원점,빽다방,인천광역시,인천광역시 동구 송미로 7,032-765-0090,https://theborndb.theborn.co.kr/wp-content/uploads/20240913_065737.png,08:00 ~ 22:00,연중무휴,테이블 24개 / 좌석 48석,가능(1시간 무료),,114194,
270,12308,빽다방 빵연구소 구미옥계점,빽다방,경상북도,경상북도 구미시 산호대로25길 10 (옥계동),070-4800-6656,https://theborndb.theborn.co.kr/wp-content/uploads/20240909_062334.jpg,07:30 - 20:30,연중무휴,테이블 30개 / 좌석 60석,가능,,113648,
271,12298,부산구포시장점,빽다방,부산광역시,부산광역시 북구 구포시장5길 11,051-336-1147,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_072931.png,08:00 ~ 20:00,연중무휴,없음,불가,,114111,
272,12296,김해아이스퀘어점,빽다방,경상남도,"경상남도 김해시 김해대로 2342, 아이스퀘어몰 1층 A-105호",070-5222-2022,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_072643.png,"평일 08:30 ~ 18:00
주말 09:30 ~ 18:00",연중무휴,테이블 16개 / 좌석 64석,가능,,114180,
273,12294,인천검단연세프라자점,빽다방,인천광역시,인천광역시 서구 이음5로 20,070-5100-0998,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_072417.png,07:30 ~ 21:30,연중무휴,테이블 6개 / 좌석 12석,가능(유료),,114203,
274,12291,담양죽녹원점,빽다방,전라남도,전라남도 담양군 담양읍 객사4길 38-18,061-382-3337,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_072117.png,09:00 ~ 21:00,연중무휴,없음,가능(매장 앞 무료 공용주차장),,114209,
275,12289,석촌호수단길점,빽다방,서울특별시,서울특별시 송파구 백제고분로39길 5,070-3348-8668,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_071221.png,"월-토요일 08:00 ~ 22:00
일요일 및 공휴일 09:00 ~ 22:00",연중무휴,테이블 2개 / 좌석 4석,가능,,114162,
276,12287,전남무안터미널점,빽다방,전라남도,전라남도 무안군 무안읍 무안중앙로 2,070-7776-4700,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_070912.png,08:00 ~ 21:00,연중무휴,테이블 25개 / 좌석 50석,불가,,11425,
277,12284,고양삼송시티점,빽다방,경기도,경기도 고양시 덕양구 동송로 33,02-6448-0214,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_065834.png,08:00 ~ 22:00,연중무휴,테이블 9개 / 좌석 18개,불가,,114216,
278,12281,의정부경의교차로점,빽다방,경기도,경기 의정부시 의정부동 166-4 1층,0507-1367-1572,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_063342.png,평일 08:00 ~ 16:00,연중무휴,테이블 7개 / 좌석 14석,가능,,114999,
279,12279,중곡사거리점,빽다방,서울특별시,서울특별시 광진구 용마산로 51,,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_062512.png,08:00 ~ 22:00,연중무휴,테이블 8개 / 좌석 16석,불가,,114208,
280,12277,노원상계3단지점,빽다방,서울특별시,서울특별시 노원구 동일로217가길 39,,https://theborndb.theborn.co.kr/wp-content/uploads/20240905_062041.png,"평일 07:00 ~ 21:00
주말 08:00 ~ 21:00",연중무휴,테이블 8개 / 좌석 16석,불가,,114136,
281,12272,제주동문시장점,빽다방,제주도,제주특별자치도 제주시 동문로 4,,https://theborndb.theborn.co.kr/wp-content/uploads/20240904_075735.png,08:00 ~ 22:00,연중무휴,없음,불가,,114071,
282,12247,부평보건소점,빽다방,인천광역시,인천광역시 부평구 부흥로293번길 8,070-5001-0016,https://theborndb.theborn.co.kr/wp-content/uploads/20240830_090001.png,"평일 08:00 ~ 21:00
주말,공휴일 09:00 ~ 21:00",연중무휴,테이블 14개 / 좌석 28석,불가,,114171,
283,12245,수원오목천점,빽다방,경기도,경기도 수원시 권선구 삼천병마로1592번길 3,070-5055-3353,https://theborndb.theborn.co.kr/wp-content/uploads/20240830_084358.png,"월~토 08:00 ~ 22:00
일요일 08:00 ~ 21:00",연중무휴,테이블 12개 / 좌석 24석,가능,,114158,
284,12242,전주효자상산점,빽다방,전라북도,전북특별자치도 전주시 완산구 효자천변2길 13,070-7777-8919,https://theborndb.theborn.co.kr/wp-content/uploads/20240830_084130.png,08:00 ~ 21:00,연중무휴,테이블 9개 / 좌석 18석,불가,,114132,
285,12240,한남순천향점,빽다방,서울특별시,서울특별시 용산구 대사관로 56,02-790-1847,https://theborndb.theborn.co.kr/wp-content/uploads/20240830_083901.png,07:00 ~ 20:00,연중무휴,테이블 6개 / 좌석 12석,불가,,114210,
286,12227,김천부곡점,빽다방,경상북도,경상북도 김천시 부곡길145,010-8817-6166,https://theborndb.theborn.co.kr/wp-content/uploads/20240828_024517.png,07:00 ~ 21:30,연중무휴,테이블 6개 / 좌석 14석,불가,,114166,
287,12223,서울경희대점,빽다방,서울특별시,서울특별시 동대문구 경희대로 20,070-5055-2055,https://theborndb.theborn.co.kr/wp-content/uploads/20240827_075149.png,07:30 ~ 22:00,연중무휴,없음,불가,,114201,
288,12221,세종시립도서관점,빽다방,세종특별자치시,세종특별자치시 세종로 1219,044-868-8200,https://theborndb.theborn.co.kr/wp-content/uploads/20240827_074603.png,08:00 ~ 21:00,연중무휴,테이블 10개 / 좌석 20석,가능(1시간 무료),,114134,
289,12219,대전노은파로스빌점,빽다방,대전광역시,대전광역시 유성구 은구비로 18,070-4333-0005,https://theborndb.theborn.co.kr/wp-content/uploads/20240827_074231.png,"평일 07:30 ~ 21:00
주말,공휴일 08:30 ~ 21:00",연중무휴,테이블 4개 / 좌석 8석,가능(유료주차장),,114130,
290,12217,천안직산산단점,빽다방,충청남도,충청남도 천안시 서북구 직산읍 4산단7로 92,,https://theborndb.theborn.co.kr/wp-content/uploads/20240827_073732.png,"평일 07:00 ~ 19:00
토요일 08:00 ~ 17:00
일요일 08:00 ~ 15:00",연중무휴,없음,가능,,114118,
291,12215,대전한신s메카점,빽다방,대전광역시,대전광역시 유성구 테크노3로 65,042-321-9900,https://theborndb.theborn.co.kr/wp-content/uploads/20240827_073308.png,"평일 07:30 ~ 21:00
주말 08:00 ~ 21:00",연중무휴,테이블 16개 / 좌석 32석,가능(1시간),,114207,
292,12208,구리검배로점,빽다방,경기도,경기도 구리시 검배로 27,031-522-6392,https://theborndb.theborn.co.kr/wp-content/uploads/20240820_055733.png,"평일 08:00 ~ 22:30
주말 09:00 ~ 22:30",연중무휴,테이블 5개 / 좌석 11석,불가,,114119,
293,12205,신동탄헤센타워점,빽다방,경기도,경기도 화성시 영통로60번길 7,070-7575-0337,https://theborndb.theborn.co.kr/wp-content/uploads/20240820_044739.png,"평일 07:30 ~ 22:00
토요일 08:00 ~ 22:00
일요일 08:30 ~ 22:00",연중무휴,테이블 8개 / 좌석 16석,가능(2시간 무료),,114207,
294,12202,대구동성로공평점,빽다방,대구광역시,대구광역시 중구 동성로6길 77,053-255-4456,https://theborndb.theborn.co.kr/wp-content/uploads/20240820_032933.png,"월~목 08:00 ~ 22:00
금~토 08:00 ~ 23:00
일요일 09:00 ~ 22:00",연중무휴,테이블 10개 / 좌석 20석,불가,,114133,
295,12200,대전갈마네거리점,빽다방,대전광역시,대전광역시 서구 신갈마로 186,070-4012-6582,https://theborndb.theborn.co.kr/wp-content/uploads/20240820_030815.png,07:30 ~ 22:00,연중무휴,테이블 22개 / 좌석 44석,가능,,114097,
296,12192,서울JD타워점,빽다방,서울특별시,서울특별시 중구 동호로 347,,https://theborndb.theborn.co.kr/wp-content/uploads/20240814_073647.png,"월~토 08:00 ~ 21:00
공휴일 08:00 ~ 17:00",매주 일요일,테이블 20개 / 좌석 40석,불가,,114100,
297,12190,완주군청점,빽다방,전라북도,전라북도 완주군 용진읍 운곡4로 20,063-714-3300,https://theborndb.theborn.co.kr/wp-content/uploads/20240813_093324.png,07:30 ~ 21:30,연중무휴,테이블 16개 / 좌석 32석,가능(매장 옆),,114149,
298,12187,서울숭미초교점,빽다방,서울특별시,서울특별시 도봉구 노해로 178,070-8211-3455,https://theborndb.theborn.co.kr/wp-content/uploads/20240813_091752.png,08:00 ~ 22:00,연중무휴,테이블 9개 / 좌석 18석,불가,,114148,
299,12185,이천마장점,빽다방,경기도,경기도 이천시 마장면 마장로52번길 16,070-5222-2027,https://theborndb.theborn.co.kr/wp-content/uploads/20240812_090138.png,"평일 08:00 ~ 22:00
주말 08:00 ~ 21:00",연중무휴,테이블 20개 / 좌석 40석,불가,,114089,
300,12183,판교우림w시티점,빽다방,경기도,경기도 성남시 분당구 판교로255번길 9-22,031-628-8954,https://theborndb.theborn.co.kr/wp-content/uploads/20240812_085756.png,07:00 ~ 17:00,"주말, 공휴일",테이블 13개 / 좌석 26석,가능(2시간 무료),,114135,
301,12181,동수원사거리점,빽다방,경기도,경기도 수원시 팔달구 경수대로 603,031-242-2738,https://theborndb.theborn.co.kr/wp-content/uploads/20240812_085505.png,"평일 08:30 ~ 21:30
주말 08:30 ~ 21:30",연중무휴,테이블 12개 / 좌석 24석,불가,,114067,
302,12174,제기동역점,빽다방,서울특별시,서울특별시 동대문구 왕산로 110,,https://theborndb.theborn.co.kr/wp-content/uploads/20240809_074843.png,07:30 ~ 21:00,연중무휴,테이블 9개 / 좌석 22석,불가,,114121,
303,12172,인천성민병원점,빽다방,인천광역시,인천광역시 서구 신석로 79,032-577-5122,https://theborndb.theborn.co.kr/wp-content/uploads/20240809_072436.png,08:00 ~ 22:30,연중무휴,없음,불가,,114101,
304,12170,인천연수대림점,빽다방,인천광역시,인천광역시 연수구 원인재로 286,070-4116-5000,https://theborndb.theborn.co.kr/wp-content/uploads/20240809_071856.png,"평일 07:30 ~ 23:00
주말,공휴일 09:00 ~ 23:00",연중무휴,테이블 11개 / 좌석 22석,불가,,114098,
305,12158,군산대야점,빽다방,전라북도,전라북도 군산시 대야면 번영로 908,063-731-1222,https://theborndb.theborn.co.kr/wp-content/uploads/20240806_092007.png,07:00 ~ 19:00,연중무휴,테이블 13개 / 좌석 26석,불가,,114141,
306,12155,제주하귀점,빽다방,제주도,제주도 제주시 애월읍 하광로 12,070-5001-1190,https://theborndb.theborn.co.kr/wp-content/uploads/20240806_091358.png,07:00 ~ 20:00,연중무휴,테이블 8개 / 좌석 16석,가능,,114128,
307,12153,광진화양삼거리점,빽다방,서울특별시,서울특별시 광진구 광나루로 370,070-5222-1446,https://theborndb.theborn.co.kr/wp-content/uploads/20240806_091132.png,08:30 ~ 21:30,연중무휴,테이블 7개 / 좌석 12석,불가,,114127,
308,12151,대구남평리네거리점,빽다방,대구광역시,대구광역시 서구 서대구로77,053-710-9228,https://theborndb.theborn.co.kr/wp-content/uploads/20250502_080946.png,08:00 ~ 21:00,연중무휴,테이블 3개 / 좌석 6석,불가,,114116,
309,12125,전북장수점,빽다방,전라북도,전라북도 장수군 장수읍 장천로 175,070-5222-1333,https://theborndb.theborn.co.kr/wp-content/uploads/20240729_095113.png,08:00 ~ 21:00,연중무휴,테이블 5개 / 좌석 10석,가능(터미널주차장),,114126,
310,12123,다산역점,빽다방,경기도,경기도 남양주시 다산중앙로145번길 15,031-552-9035,https://theborndb.theborn.co.kr/wp-content/uploads/20240729_094738.png,08:00 ~ 21:30,연중무휴,테이블 6개 / 좌석 12석,가능(신해센트럴타워2 주차장 2시간 무료),,114092,
311,12121,충북혁신도시음성점,빽다방,충청북도,충청북도 음성군 맹동면 대하로 291,070-4647-2641,https://theborndb.theborn.co.kr/wp-content/uploads/20240729_094248.png,"평일 08:00 ~ 21:00
주말 09:00 ~ 20:30",연중무휴,테이블 5개 / 좌석 10석,불가,,114076,
312,12119,종로3가대로점,빽다방,서울특별시,서울특별시 종로구 종로 118,02-2273-3777,https://theborndb.theborn.co.kr/wp-content/uploads/20240729_094041.png,07:00 ~ 23:00,연중무휴,테이블 5개 / 좌석 10석,불가,,114077,
313,12117,평택고덕국제신도시점,빽다방,경기도,경기도 평택시 함박산8길 29,,https://theborndb.theborn.co.kr/wp-content/uploads/20240729_093753.png,08:00 ~ 22:00,연중무휴,테이블 7개 / 좌석 16석,가능,,114105,
314,12107,신이문역점,빽다방,서울특별시,서울 동대문구 이문동 220-105 1층,070-4027-3638,https://theborndb.theborn.co.kr/wp-content/uploads/20250530_051538.jpg,"평일 08:00 ~ 21:00
주말 09:00 ~ 21:00",연중무휴,테이블 6개 / 좌석 12석,불가,,114762,
315,12105,광주상무금호타운점,빽다방,광주광역시,광주광역시 서구 치평로 24,,https://theborndb.theborn.co.kr/wp-content/uploads/20240719_070655.png,"월-토요일 08:00 ~ 19:50
일요일 08:00 ~ 18:30",연중무휴,테이블 9개 / 좌석 18석,가능,,114075,
316,12103,중곡가구거리점,빽다방,서울특별시,서울특별시 광진구 천호대로 575,070-8656-9729,https://theborndb.theborn.co.kr/wp-content/uploads/20240719_062449.png,"평일 07:00 ~ 22:00
주말 08:00 ~ 22:00",연중무휴,테이블 6개 / 좌석 12개,불가,,114046,
317,12101,잠실대교북단점,빽다방,서울특별시,서울특별시 광진구 자양로 48,02-6958-9358,https://theborndb.theborn.co.kr/wp-content/uploads/20240719_061913.png,"평일 07:00 ~ 22:00
주말 08:00 ~ 22:00",연중무휴,테이블 10개 / 좌석 20석,불가,,113974,
318,12099,고양현대테라타워점,빽다방,경기도,경기 고양시 덕양구 향동동 396 현대테라타워DMC 1층 A-B108호,02-710-5524,https://theborndb.theborn.co.kr/wp-content/uploads/20240719_060726.png,08:00 ~ 19:00,연중무휴,테이블 3개 / 좌석 9석,가능,,114826,
319,12097,주문진교항점,빽다방,강원도,강원특별자치도 강릉시 주문진읍 연주로 293,,https://theborndb.theborn.co.kr/wp-content/uploads/20250228_025043.png,08:00 ~ 21:00,연중무휴,테이블 6개 / 좌석 12석,불가,,114104,
320,12094,대구복현점,빽다방,대구광역시,대구광역시 북구 검단로 8,,https://theborndb.theborn.co.kr/wp-content/uploads/20240715_070903.png,07:00 ~ 22:00,연중무휴,롯데리아 좌석 사용가능,가능,,114074,
321,12092,종로5가역점,빽다방,서울특별시,서울특별시 종로구 종로 213,02-745-2147,https://theborndb.theborn.co.kr/wp-content/uploads/20240715_070424.png,07:00 ~ 20:00,연중무휴,없음,불가,,114057,
322,12089,부산영도동삼점,빽다방,부산광역시,부산광역시 영도구 동삼로 61,051-911-1226,https://theborndb.theborn.co.kr/wp-content/uploads/20240715_061910.png,08:00 ~ 21:30,연중무휴,없음(테이크아웃 전용),불가,,114059,
323,12087,전주송천센트럴파크점,빽다방,전라북도,전북특별자치도 전주시 덕진구 송천로 1,,https://theborndb.theborn.co.kr/wp-content/uploads/20240712_084900.png,07:30 ~ 22:00,연중무휴,테이블 17개 / 좌석 34석,불가,,114074,
324,12085,제주한경면수월봉점,빽다방,제주도,제주특별자치도 제주시 한경면 고산서3길 1,064-772-1253,https://theborndb.theborn.co.kr/wp-content/uploads/20240712_082411.png,08:30 ~ 18:00,연중무휴,테이블 8개 / 좌석 16석,가능,,114034,
325,12083,대구두류공원점,빽다방,대구광역시,대구광역시 달서구 두류공원로 244,070-7575-0717,https://theborndb.theborn.co.kr/wp-content/uploads/20240712_080327.png,"평일 08:00 ~ 21:00
주말 10:00 ~ 21:00",연중무휴,테이블 12개 / 좌석 24석,불가,,114036,
326,12079,부천테크노파크점,빽다방,경기도,경기도 부천시 오정구 삼작로 22,032-321-8692,https://theborndb.theborn.co.kr/wp-content/uploads/20240712_073522.png,"평일 07:00 ~ 19:00
토요일 06:00 ~ 15:00","매주 일요일, 공휴일",테이블 15개 / 좌석 29석,가능(유료),,114068,
327,12070,전주모래내시장점,빽다방,전라북도,전북특별자치도 전주시 덕진구 안덕원로 165,063-255-3601,https://theborndb.theborn.co.kr/wp-content/uploads/20240715_073350.png,"평일 07:30 ~ 20:00
주말 08:00 ~ 20:00",연중무휴,테이블 8개 / 좌석 16석,불가,,114502,
328,12066,몽촌토성역점,빽다방,서울특별시,서울특별시 송파구 백제고분로51길 23,02-423-3090,https://theborndb.theborn.co.kr/wp-content/uploads/20240704_011527.png,07:30 ~ 22:00,연중무휴,테이블 5개 / 좌석 7석,불가,,114040,
329,12064,대구황금역SK뷰점,빽다방,대구광역시,대구광역시 수성구 동대구로 95,053-767-0106,https://theborndb.theborn.co.kr/wp-content/uploads/20240703_063639.png,"월-토요일 08:00 ~ 21:00
일요일 09:00 ~21:00",연중무휴,테이블 15개 / 좌석 30석,가능(유료 지하주차장),,114038,
330,12050,대구고성동오페라점,빽다방,대구광역시,대구광역시 북구 고성북로 34,053-217-7553,https://theborndb.theborn.co.kr/wp-content/uploads/20240628_011503.png,"평일 08:30 ~ 20:30
주말 09:00 ~ 20:30",연중무휴,테이블 9개 / 좌석 18석,불가,,114027,
331,12048,시흥매화산단점,빽다방,경기도,경기도 시흥시 매화동 846,,https://theborndb.theborn.co.kr/wp-content/uploads/20240628_011223.png,"평일 07:00 ~ 20:00
토요일 07:00 ~ 16:00
일요일 08:00 ~ 16:00",연중무휴,테이블 3개 / 좌석 6석,가능,,114018,
332,12046,강릉강문해변점,빽다방,강원도,강원특별자치도 강릉시 창해로350번길 21,,https://theborndb.theborn.co.kr/wp-content/uploads/20240628_010842.png,07:00 ~ 21:00,연중무휴,테이블 6개 / 좌석 12석,가능(강문해변 공영주차장 1시간 무료),,114106,
333,12044,익산부송주공점,빽다방,전라북도,전북특별자치도 익산시 궁동로 126,063-723-3232,https://theborndb.theborn.co.kr/wp-content/uploads/20240628_010551.png,07:00 ~ 21:30,연중무휴,테이블 9개 / 좌석 18석,가능,,113996,
334,12042,소사역점,빽다방,경기도,경기도 부천시 원미구 소사로282번길 8,032-342-5488,https://theborndb.theborn.co.kr/wp-content/uploads/20240627_085628.png,07:00 ~ 21:00,연중무휴,테이블 24개 / 좌석 55석,불가,,114066,
335,12040,관악인헌점,빽다방,서울특별시,서울시 관악구 남부순환로 1944,,https://theborndb.theborn.co.kr/wp-content/uploads/20240627_083546.png,"월-목요일 07:30 ~ 23:15
금요일 07:30 ~ 23:45
토요일 08:00 ~ 23:45
일요일 08:30 ~ 22:45",연중무휴,없음,불가,,114008,
336,12038,행신햇빛마을점,빽다방,경기도,"경기도 고양시 덕양구 중앙로554, 1층 108호",070-5055-2424,https://theborndb.theborn.co.kr/wp-content/uploads/20240627_083335.png,08:00 ~ 22:00,연중무휴,테이블 4개 / 좌석 8석,불가,,114037,
337,12036,과천상상자이점,빽다방,경기도,경기도 과천시 과천대로 7길 65,070-5001-6003,https://theborndb.theborn.co.kr/wp-content/uploads/20240627_082928.png,"평일 07:00 ~ 19:00
토요일 08:00 ~ 15:00",매주 일요일 및 공휴,테이블 8개 / 좌석 16석,가능,,114021,
338,12034,시흥시청점,빽다방,경기도,경기도 시흥시 시청로 33,070-8770-4793,https://theborndb.theborn.co.kr/wp-content/uploads/20240627_082206.png,08:00 ~ 21:00,연중무휴,테이블 3개 / 좌석 6석,불가,,113564,
339,12026,천안신방초원점,빽다방,충청남도,충청남도 천안시 동남구 신촌4로 16,041-577-3206,https://theborndb.theborn.co.kr/wp-content/uploads/20240621_085246.png,08:00 ~ 22:00,연중무휴,테이블 14개 / 좌석 28석,가능(유료),,114985,
340,12024,부천역점,빽다방,경기도,경기 부천시 원미구 부천로 4-1,,https://theborndb.theborn.co.kr/wp-content/uploads/20240621_084917.png,07:00 ~ 22:00,연중무휴,테이블 25개 / 좌석 50석,불가,,114031,
341,12021,시흥정왕유천점,빽다방,경기도,경기도 시흥시 중심상가로 324,070-8666-3222,https://theborndb.theborn.co.kr/wp-content/uploads/20240621_084308.png,08:00 ~ 21:00,연중무휴,테이블 14개 / 좌석 28석,가능,,114032,
342,12011,진해북원로터리점,빽다방,경상남도,경상남도 창원시 진해구 여명로 4,055-713-7113,https://theborndb.theborn.co.kr/wp-content/uploads/20240618_030846.png,"평일 06:30 ~ 22:00
토요일 06:00 ~ 22:00
일요일 06:00 ~ 21:30",연중무휴,테이블 5개 / 좌석 10석,가능,,114029,
343,12005,화정중앙공원점,빽다방,경기도,경기도 고양시 덕양구 화신로 259,031-971-4725,https://theborndb.theborn.co.kr/wp-content/uploads/20240613_065507.png,09:00 ~ 21:30,연중무휴,테이블 17개 / 좌석 34석,가능,,113989,
344,12003,쌍문역2번출구점,빽다방,서울특별시,서울 도봉구 도봉로 476,,https://theborndb.theborn.co.kr/wp-content/uploads/20240613_065252.png,08:00 ~ 22:00,연중무휴,테이블 8개 / 좌석 16석,가능(유료),,113967,
345,11997,강북중학교점,빽다방,서울특별시,서울특별시 강북구 한천로150길 70,070-4888-2121,https://theborndb.theborn.co.kr/wp-content/uploads/20240613_063542.png,"평일 08:00 ~ 22:00
주말 09:00 ~ 22:00",연중무휴,테이블 21개 / 좌석 42석,가능,,113955,
346,11992,도봉구청점,빽다방,서울특별시,서울특별시 도봉구 마들로 650,02-3494-0410,https://theborndb.theborn.co.kr/wp-content/uploads/20240611_050744.png,"평일 07:30 ~ 21:00
주말 09:00 ~ 21:00",연중무휴,없음,가능,,113983,
347,11989,대전용산점,빽다방,대전광역시,대전광역시 유성구 용산1로 83 1층,042-933-8624,https://theborndb.theborn.co.kr/wp-content/uploads/20240611_050636.png,"평일 08:00 ~ 21:00
주말 08:30 ~ 21:00",연중무휴,테이블 7개 / 좌석 14석,불가,,114007,
348,11987,당진합덕점,빽다방,충청남도,충청남도 당진시 합덕읍 덕평로 553,041-363-9394,https://theborndb.theborn.co.kr/wp-content/uploads/20240611_030408.png,07:00 ~ 22:00,연중무휴,테이블 24개 / 좌석 48석,가능,,114001,
349,11985,춘천엔타점,빽다방,강원도,강원특별자치도 춘천시 후석로 120 춘천ENTA몰 1층 109호,070-8813-8709,https://theborndb.theborn.co.kr/wp-content/uploads/20240611_030145.png,"평일 08:30 ~ 21:00
주말 08:30 ~ 21:30",연중무휴,테이블 21개 / 좌석 48석,가능,,113988,
350,11983,상암이안점,빽다방,서울특별시,서울 마포구 월드컵북로 361,070-8287-2690,https://theborndb.theborn.co.kr/wp-content/uploads/20240611_025508.png,07:00 ~ 21:00,연중무휴,테이블 4개 / 좌석 8석,불가,,113973,
351,11975,인천산곡고점,빽다방,인천광역시,인천광역시 부평구 부영로189번길 36,032-501-2587,https://theborndb.theborn.co.kr/wp-content/uploads/20240604_081241.png,07:30 ~ 23:00,연중무휴,테이블 4개 / 좌석 8석,가능,,114005,
352,11973,청량리우남SL타워점,빽다방,서울특별시,서울특별시 동대문구 왕산로 186,070-8667-7560,https://theborndb.theborn.co.kr/wp-content/uploads/20240604_080958.png,"월-토요일 08:00 ~ 20:00
일요일 08:30 ~ 20:00",연중무휴,테이블 8개 / 좌석 16석,가능,,113992,
353,11971,안양대우상가점,빽다방,경기도,"경기도 안양시 만안구 안양동 70, 안양대우아파트 상가 102호",070-4099-0440,https://theborndb.theborn.co.kr/wp-content/uploads/20240604_080550.png,"평일 07:30 ~ 21:00
주말,공휴일 09:00 ~ 20:30",연중무휴,없음,불가,,113934,
354,11967,종합운동장역점,빽다방,서울특별시,서울특별시 송파구 올림픽로 76,,https://theborndb.theborn.co.kr/wp-content/uploads/20240604_062429.png,08:00 ~ 22:00,연중무휴,테이블 17개 / 좌석 34석,가능,,113941,
